item_date_published,date,item_title,item_description,item_link
2018-03-12T09:50:58Z,2018-03-12,"Monday, Mar. 12, 2018","<p>With Venezuela in crisis, its most vocal opposition leader, Leopoldo López, is under house arrest, unable to act. What happens if he does? Guest: Wil S. Hylton, a contributing writer for the New York Times Magazine. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.</p>",NA
2018-03-09T10:46:35Z,2018-03-09,"Friday, Mar. 9, 2018","<p>Hush money. Catch-and-kill deals. The threat of blackmail. An elaborate system has developed to silence women who level accusations against powerful men. One of those women is Stephanie Clifford, a pornographic actress who claims to have had an affair with Donald J. Trump. &nbsp;Guest: Jim Rutenberg, The New York Times’s media columnist. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p><p><br></p>",NA
2018-03-08T10:55:23Z,2018-03-08,"Thursday, Mar. 8, 2018","<p>In announcing new protections on steel and aluminum imports, President Trump said he was acting in the interest of national security. But could the real threat be the tariffs themselves? &nbsp;Guest: Peter S. Goodman, an economics correspondent for The New York Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2018-03-07T10:50:46Z,2018-03-07,"Wednesday, Mar. 7, 2018","<p>South Korea says that the North is willing to talk about giving up its atomic arsenal. What happened to the threat of nuclear war? Guest: Mark Landler, a White House correspondent for The New York Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2018-03-06T10:45:50Z,2018-03-06,"Tuesday, Mar. 6, 2018","<p>The New York Times has a new five-part podcast series that tries to solve a real-life problem with a surprising story. So today, instead of or usual show, we offer “Change Agent,” hosted by Charles Duhigg, a Pulitzer Prize-winning journalist and author of “The Power of Habit.” </p>",NA
2018-03-05T11:06:58Z,2018-03-05,"Monday, Mar. 5, 2018","<p>In the days since the shooting in Parkland, Fla., a group of teenagers has risen to national prominence for their activism and calls for gun control. But more than 3,000 students attend Stoneman Douglas High School. Six of them spoke to a New York Times reporter about the day their childhood ended. Guest: <a href=""https://www.nytimes.com/by/jack-healy"" target=""_blank"">Jack Healy</a>, a national correspondent for The Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.</p>",NA
2018-03-02T11:03:00Z,2018-03-02,"Friday, Mar. 2, 2018","<p>When we spoke with Representative Tom Rooney, a Florida Republican, in July, he said he was starting to feel defeated by the state of politics in Washington. Nine months later, we check back in, and he talks frankly about the Russia investigation, gun control and his decision not to run for re-election. Guest: Representative Tom Rooney, Republican of Florida. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2018-03-01T11:01:09Z,2018-03-01,"Thursday, Mar. 1, 2018","<p>President Trump stunned lawmakers on Wednesday with calls for gun control and jabs at the National Rifle Association. “They have great power over you people,” he said of the N.R.A. “They have less power over me.” Separately, Hope Hicks, the White House communications director who testified this week that her job required telling “white lies,” is to step down. Guests: Maggie Haberman, who covers the White House for The New York Times; Michael D. Shear, a White House correspondent for The Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2018-02-28T10:53:32Z,2018-02-28,"Wednesday, Feb. 28, 2018","<p>Republicans have campaigned on gun rights for years. But Democrats running for office have tended to avoid the issue. In the wake of the Florida school shooting, however, will gun control be a dominant topic in this year’s midterm elections? Guest: <a href=""https://www.nytimes.com/by/jonathan-martin"" target=""_blank"">Jonathan Martin</a>, who covers national politics for The Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2018-02-27T10:35:37Z,2018-02-27,"Tuesday, Feb. 27, 2018","<p>“All he cares about is his gun.”</p><p>“He could be a school shooter in the making.” </p><p>Those were among the concerns expressed in calls to law enforcement about Nikolas Cruz, who is suspected of shooting 17 people dead at Marjory Stoneman Douglas High School in Florida. Yet so many red flags triggered no legal action. How is that possible? Guest: <a href=""https://www.nytimes.com/by/richard-a-oppel-jr"" target=""_blank"">Richard A. Oppel Jr</a>., a national correspondent for The Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p>",NA
2018-02-26T10:47:33Z,2018-02-26,"Monday, Feb. 26, 2018","<p>At the Conservative Political Action Conference this weekend, one thing was clear: President Trump has taken over the conservative movement. His vision dominated,<strong> </strong>and, as one woman learned, there was little room for alternative views. Guest: Mona Charen, a conservative columnist who was booed while speaking on a panel at the conference. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p><p><br></p>",NA
2018-02-23T11:03:49Z,2018-02-23,"Friday, Feb. 23, 2018","<p>President Trump, conservatives and the National Rifle Association have once again tried to steer the national conversation after a mass shooting to the mental health of the people who pull the triggers, rather than the weapons they use. But how can the mental health system stop gun violence when mental illness is so rarely the cause of it? &nbsp;Guest: Dr. Amy Barnhorst, the vice chairwoman of community psychiatry at the University of California, Davis. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p><p><br></p>",NA
2018-02-22T10:59:21Z,2018-02-22,"Thursday, Feb. 22, 2018","<p>The aftermath of a mass shooting has become a familiar cycle in the United States: One side demands change, the other works to block it. But this time, it is the students who survived the assault who are pressing lawmakers to impose new restrictions on guns. Guest: Michael D. Shear, a White House correspondent for The New York Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>.</p><p><br></p>",NA
2018-02-21T10:37:45Z,2018-02-21,"Wednesday, Feb. 21, 2018","<p>The indictment secured by the special counsel, Robert S. Mueller III, makes it clear that the most powerful weapon in Russia’s campaign to disrupt the 2016 election was Facebook. We look at how Russia used social media to sow divisions in the United States. Guest: Kevin Roose, who writes about technology for The New York Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p><p><br></p>",NA
2018-02-20T11:05:19Z,2018-02-20,"Tuesday, Feb. 20, 2018","<p>In October, four American soldiers were ambushed by militants in a remote desert in Niger. What were they doing in Africa, and who were they fighting? It was all part of a shadowy war going back to the attacks of Sept. 11, 2001. &nbsp;Guests: Alan Blinder, a national reporter for The New York Times; Rukmini Callimachi, who covers terrorism and the Islamic State for The Times. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p><p><br></p>",NA
2018-02-19T11:00:39Z,2018-02-19,"Monday, Feb. 19, 2018","<p>The Justice Department charged 13 Russians with illegally trying to disrupt the American political process, in a sophisticated plot to deepen the country’s divisions and turn Americans against one another. President Trump’s reaction to those charges suggests that plot is still working. Guest: <a href=""https://www.nytimes.com/by/matt-apuzzo"" target=""_blank"">Matt Apuzzo</a>, a New York Times reporter based in Washington. For more information on today’s episode, visit <a href=""http://nytimes.com/thedaily"" target=""_blank"">nytimes.com/thedaily</a>. </p><p><br></p>",NA
